"faz_cod","talhao_cod","dt_plantio","corte","n","ops","status","mix","encers","encers_ok","fromPlantio","oss","processID","area","PL|H1","PL|AD","PL|QL","PL|H2","QL|H2","left","days","os_status","os_cod"
4220,1,2016-02-06,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-23|2016-04-19|2016-05-09",TRUE,"18|46|73|93","2489|2912|3327|3495","4220|1|2016-02-06|93",13.29,18,46,73,93,20,"H1",-8,"E",2489
4220,2,2016-02-06,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-23|2016-04-19|2016-05-09",TRUE,"18|46|73|93","2489|2912|3327|3495","4220|2|2016-02-06|93",13.82,18,46,73,93,20,"H1",-8,"E",2489
4220,3,2016-02-06,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-23|2016-04-19|2016-05-09",TRUE,"18|46|73|93","2489|2912|3327|3495","4220|3|2016-02-06|93",1.84,18,46,73,93,20,"H1",-8,"E",2489
4220,4,2016-02-06,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-23|2016-04-19|2016-05-09",TRUE,"18|46|73|93","2489|2912|3327|3495","4220|4|2016-02-06|93",2.03,18,46,73,93,20,"H1",-8,"E",2489
4220,5,2016-02-06,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-23|2016-04-19|2016-05-09",TRUE,"18|46|73|93","2489|2912|3327|3495","4220|5|2016-02-06|93",5.16,18,46,73,93,20,"H1",-8,"E",2489
4240,1,2016-02-07,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-27|2016-04-19|2016-04-27|2016-05-05",TRUE,"20|72|80|88","2481|3043|3386|3472","4240|1|2016-02-07|93",19.3998875,20,72,80,88,8,"H1",-10,"E",2481
4235,1,2016-02-14,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-27|2016-04-16|2016-05-12",TRUE,"10|42|62|88","2485|2910|3329|3368","4235|1|2016-02-14|93",6.26,10,42,62,88,26,"H1",0,"E",2485
4235,2,2016-02-14,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-27|2016-04-16|2016-05-12",TRUE,"10|42|62|88","2485|2910|3329|3368","4235|2|2016-02-14|93",4.01,10,42,62,88,26,"H1",0,"E",2485
4235,3,2016-02-14,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-27|2016-04-16|2016-05-12",TRUE,"10|42|62|88","2485|2910|3329|3368","4235|3|2016-02-14|93",12.69,10,42,62,88,26,"H1",0,"E",2485
4235,4,2016-02-14,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-27|2016-04-16|2016-05-12",TRUE,"10|42|62|88","2485|2910|3329|3368","4235|4|2016-02-14|93",2.68,10,42,62,88,26,"H1",0,"E",2485
4235,5,2016-02-14,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-27|2016-04-16|2016-05-12",TRUE,"10|42|62|88","2485|2910|3329|3368","4235|5|2016-02-14|93",4.01,10,42,62,88,26,"H1",0,"E",2485
4235,6,2016-02-14,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-27|2016-04-16|2016-05-12",TRUE,"10|42|62|88","2485|2910|3329|3368","4235|6|2016-02-14|93",2.44,10,42,62,88,26,"H1",0,"E",2485
4235,7,2016-02-14,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-27|2016-04-16|2016-05-12",TRUE,"10|42|62|88","2485|2910|3329|3368","4235|7|2016-02-14|93",2.19,10,42,62,88,26,"H1",0,"E",2485
4234,1,2016-02-15,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-23|2016-04-18|2016-05-09",TRUE,"9|37|63|84","2484|2911|3328|3494","4234|1|2016-02-15|93",0.58,9,37,63,84,21,"H1",1,"E",2484
4234,2,2016-02-15,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-23|2016-04-18|2016-05-09",TRUE,"9|37|63|84","2484|2911|3328|3494","4234|2|2016-02-15|93",2.58,9,37,63,84,21,"H1",1,"E",2484
4234,3,2016-02-15,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-23|2016-04-18|2016-05-09",TRUE,"9|37|63|84","2484|2911|3328|3494","4234|3|2016-02-15|93",13.73,9,37,63,84,21,"H1",1,"E",2484
4234,4,2016-02-15,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-23|2016-04-18|2016-05-09",TRUE,"9|37|63|84","2484|2911|3328|3494","4234|4|2016-02-15|93",2.6,9,37,63,84,21,"H1",1,"E",2484
4244,1,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|1|2016-02-18|93",3.1925,35,77,65,72,7,"H1",-25,"E",2978
4244,2,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|2|2016-02-18|93",6.91,35,77,65,72,7,"H1",-25,"E",2978
4244,3,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|3|2016-02-18|93",0.28,35,77,65,72,7,"H1",-25,"E",2978
4244,4,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|4|2016-02-18|93",3.99,35,77,65,72,7,"H1",-25,"E",2978
4244,5,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|5|2016-02-18|93",24.2225,35,77,65,72,7,"H1",-25,"E",2978
4244,6,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|6|2016-02-18|93",20.065,35,77,65,72,7,"H1",-25,"E",2978
4244,7,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|7|2016-02-18|93",2.27,35,77,65,72,7,"H1",-25,"E",2978
4244,8,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|8|2016-02-18|93",19.98,35,77,65,72,7,"H1",-25,"E",2978
4244,9,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|9|2016-02-18|93",20.0125,35,77,65,72,7,"H1",-25,"E",2978
4244,10,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|10|2016-02-18|93",9.07,35,77,65,72,7,"H1",-25,"E",2978
4244,11,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|11|2016-02-18|93",12.195,35,77,65,72,7,"H1",-25,"E",2978
4244,12,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|12|2016-02-18|93",9.3,35,77,65,72,7,"H1",-25,"E",2978
4244,13,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|13|2016-02-18|93",6.86,35,77,65,72,7,"H1",-25,"E",2978
4244,14,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|14|2016-02-18|93",4.785,35,77,65,72,7,"H1",-25,"E",2978
4244,15,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|15|2016-02-18|93",4.1575,35,77,65,72,7,"H1",-25,"E",2978
4008,12,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-05-25|2016-05-31|2016-10-07",TRUE,"8|94|100|229","2558|3632|3703|4941","4008|12|2016-02-21|93",15.37,8,94,100,229,129,"H1",2,"E",2558
4008,13,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-05-25|2016-05-31|2016-10-07",TRUE,"8|94|100|229","2558|3632|3703|4941","4008|13|2016-02-21|93",15.97,8,94,100,229,129,"H1",2,"E",2558
4008,14,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-05-25|2016-05-31|2016-10-07",TRUE,"8|94|100|229","2558|3632|3703|4941","4008|14|2016-02-21|93",10.71,8,94,100,229,129,"H1",2,"E",2558
4215,1,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-04-19|2016-04-27|2016-05-05",TRUE,"8|58|66|74","2553|3044|3387|3369","4215|1|2016-02-21|93",9.4875,8,58,66,74,8,"H1",2,"E",2553
4215,2,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-04-19|2016-04-27|2016-05-05",TRUE,"8|58|66|74","2553|3044|3387|3369","4215|2|2016-02-21|93",13.505,8,58,66,74,8,"H1",2,"E",2553
4215,3,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-04-19|2016-04-27|2016-05-05",TRUE,"8|58|66|74","2553|3044|3387|3369","4215|3|2016-02-21|93",20.7225,8,58,66,74,8,"H1",2,"E",2553
4215,4,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-04-19|2016-04-27|2016-05-05",TRUE,"8|58|66|74","2553|3044|3387|3369","4215|4|2016-02-21|93",8.4175,8,58,66,74,8,"H1",2,"E",2553
4215,5,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-04-19|2016-04-27|2016-05-05",TRUE,"8|58|66|74","2553|3044|3387|3369","4215|5|2016-02-21|93",18.1425,8,58,66,74,8,"H1",2,"E",2553
4215,6,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-04-19|2016-04-27|2016-05-05",TRUE,"8|58|66|74","2553|3044|3387|3369","4215|6|2016-02-21|93",22.39,8,58,66,74,8,"H1",2,"E",2553
4247,1,2016-02-24,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-04-30|2016-04-30|2016-05-09",TRUE,"5|66|66|75","2552|3365|3383|3476","4247|1|2016-02-24|93",0.125,5,66,66,75,9,"H1",5,"E",2552
4247,2,2016-02-24,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-04-30|2016-04-30|2016-05-09",TRUE,"5|66|66|75","2552|3365|3383|3476","4247|2|2016-02-24|93",18.34,5,66,66,75,9,"H1",5,"E",2552
4247,3,2016-02-24,"93",5,"H1|AD|QL|AD|H2","E|E|E|E|E","allE","2016-02-29|2016-04-30|2016-04-30|2016-05-07|2016-05-09",TRUE,"5|66|66|73|75","2552|3365|3383|3449|3476","4247|3|2016-02-24|93",22.344,5,73,66,75,9,"H1",5,"E",2552
4247,4,2016-02-24,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-02-29|2016-04-30|2016-05-07|2016-05-09",TRUE,"5|66|73|75","2552|3383|3449|3476","4247|4|2016-02-24|93",3.52,5,73,66,75,9,"H1",5,"E",2552
4247,5,2016-02-24,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-02-29|2016-04-30|2016-05-07|2016-05-09",TRUE,"5|66|73|75","2552|3383|3449|3476","4247|5|2016-02-24|93",1.1375,5,73,66,75,9,"H1",5,"E",2552
4247,6,2016-02-24,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-02-29|2016-04-30|2016-05-07|2016-05-09",TRUE,"5|66|73|75","2552|3383|3449|3476","4247|6|2016-02-24|93",2.2925,5,73,66,75,9,"H1",5,"E",2552
4247,7,2016-02-24,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-02-29|2016-05-06|2016-05-07|2016-05-09",TRUE,"5|72|73|75","2552|3450|3449|3476","4247|7|2016-02-24|93",1.5325,5,73,72,75,3,"H1",5,"E",2552
4247,8,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|8|2016-02-24|93",9.5375,5,73,49,66,17,"H1",5,"E",2552
4247,9,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|9|2016-02-24|93",11.56,5,73,49,66,17,"H1",5,"E",2552
4247,10,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|10|2016-02-24|93",10.29,5,73,49,66,17,"H1",5,"E",2552
4247,11,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|11|2016-02-24|93",14.8025,5,73,49,66,17,"H1",5,"E",2552
4247,13,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|13|2016-02-24|93",3.9575,5,73,49,66,17,"H1",5,"E",2552
4247,14,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|14|2016-02-24|93",13.665,5,73,49,66,17,"H1",5,"E",2552
4247,15,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|15|2016-02-24|93",0.4925,5,73,49,66,17,"H1",5,"E",2552
4247,16,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|16|2016-02-24|93",2.58,5,73,49,66,17,"H1",5,"E",2552
4247,17,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|17|2016-02-24|93",3.25,5,73,49,66,17,"H1",5,"E",2552
4247,18,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|18|2016-02-24|93",5.005,5,73,49,66,17,"H1",5,"E",2552
4247,19,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|19|2016-02-24|93",5.015,5,73,49,66,17,"H1",5,"E",2552
4247,20,2016-02-24,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-02-29|2016-05-06|2016-05-07|2016-05-09",TRUE,"5|72|73|75","2552|3450|3449|3476","4247|20|2016-02-24|93",16.3525,5,73,72,75,3,"H1",5,"E",2552
4247,21,2016-02-24,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-02-29|2016-05-06|2016-05-07|2016-05-09",TRUE,"5|72|73|75","2552|3450|3449|3476","4247|21|2016-02-24|93",12.3475,5,73,72,75,3,"H1",5,"E",2552
4069,1,2016-02-29,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-12|2016-05-26|2016-06-07|2016-10-14",TRUE,"12|87|99|228","2810|3579|3478|5021","4069|1|2016-02-29|93",6.19,12,87,99,228,129,"H1",-2,"E",2810
4243,3,2016-02-29,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-31|2016-05-07|2016-05-08|2016-11-27",TRUE,"31|68|69|272","3011|3467|3480|5550","4243|3|2016-02-29|93",17.4,31,68,69,272,203,"H1",-21,"E",3011
4069,2,2016-03-05,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-12|2016-05-26|2016-06-07|2016-10-14",TRUE,"7|82|94|223","2810|3579|3478|5021","4069|2|2016-03-05|93",9.62,7,82,94,223,129,"H1",3,"E",2810
4211,10,2016-03-10,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-21|2016-05-12|2016-06-14|2016-11-20",TRUE,"11|63|96|255","2827|3519|3798|5531","4211|10|2016-03-10|93",6.425,11,63,96,255,159,"H1",-1,"E",2827
4211,11,2016-03-10,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-21|2016-05-12|2016-06-14|2016-11-20",TRUE,"11|63|96|255","2827|3519|3798|5531","4211|11|2016-03-10|93",11.32,11,63,96,255,159,"H1",-1,"E",2827
4211,12,2016-03-10,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-21|2016-05-12|2016-06-14|2016-11-20",TRUE,"11|63|96|255","2827|3519|3798|5531","4211|12|2016-03-10|93",1.88,11,63,96,255,159,"H1",-1,"E",2827
4211,13,2016-03-10,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-21|2016-05-12|2016-06-14|2016-11-20",TRUE,"11|63|96|255","2827|3519|3798|5531","4211|13|2016-03-10|93",2.52,11,63,96,255,159,"H1",-1,"E",2827
4158,9,2016-03-17,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-05-31|2016-07-07|2016-08-13",TRUE,"13|75|112|149","3071|3677|4266|4535","4158|9|2016-03-17|93",4.06,13,75,112,149,37,"H1",-3,"E",3071
4158,10,2016-03-17,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-05-31|2016-07-07|2016-08-13",TRUE,"13|75|112|149","3071|3677|4266|4535","4158|10|2016-03-17|93",0.56,13,75,112,149,37,"H1",-3,"E",3071
4158,11,2016-03-17,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-05-31|2016-07-07|2016-08-13",TRUE,"13|75|112|149","3071|3677|4266|4535","4158|11|2016-03-17|93",15.76,13,75,112,149,37,"H1",-3,"E",3071
4163,5,2016-03-17,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-31|2016-05-31|2016-07-13|2016-08-12",TRUE,"14|75|118|148","3061|3676|4244|4536","4163|5|2016-03-17|93",2.07,14,75,118,148,30,"H1",-4,"E",3061
4241,1,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|1|2016-03-19|93",18.92,9,67,129,246,117,"H1",1,"E",2977
4241,2,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|2|2016-03-19|93",3.6,9,67,129,246,117,"H1",1,"E",2977
4241,3,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|3|2016-03-19|93",4.96,9,67,129,246,117,"H1",1,"E",2977
4241,4,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|4|2016-03-19|93",5.97,9,67,129,246,117,"H1",1,"E",2977
4241,5,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|5|2016-03-19|93",0.28,9,67,129,246,117,"H1",1,"E",2977
4241,6,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|6|2016-03-19|93",1.14,9,67,129,246,117,"H1",1,"E",2977
4241,7,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|7|2016-03-19|93",3.47,9,67,129,246,117,"H1",1,"E",2977
4241,8,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|8|2016-03-19|93",0.1,9,67,129,246,117,"H1",1,"E",2977
4241,9,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|9|2016-03-19|93",3.44,9,67,129,246,117,"H1",1,"E",2977
4241,10,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|10|2016-03-19|93",0.41,9,67,129,246,117,"H1",1,"E",2977
4241,11,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|11|2016-03-19|93",4.4,9,67,129,246,117,"H1",1,"E",2977
4241,12,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|12|2016-03-19|93",6.36,9,67,129,246,117,"H1",1,"E",2977
4236,1,2016-03-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-31|2016-06-21|2016-07-29|2016-09-30",TRUE,"10|92|130|193","3013|3838|3863|4969","4236|1|2016-03-21|93",27.32,10,92,130,193,63,"H1",0,"E",3013
4236,2,2016-03-21,"93",5,"H1|AD|QL|QL|H2","E|E|E|E|E","allE","2016-03-31|2016-06-21|2016-07-29|2016-07-31|2016-09-30",TRUE,"10|92|130|132|193","3013|3838|3863|4420|4969","4236|2|2016-03-21|93",22.472,10,92,132,193,61,"H1",0,"E",3013
4236,3,2016-03-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-31|2016-06-21|2016-07-31|2016-09-30",TRUE,"10|92|132|193","3013|3838|4420|4969","4236|3|2016-03-21|93",1.11,10,92,132,193,61,"H1",0,"E",3013
4168,17,2016-03-24,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-31|2016-06-21|2016-06-21|2016-11-21",TRUE,"7|89|89|242","3015|3839|3866|5577","4168|17|2016-03-24|93",13.21,7,89,89,242,153,"H1",3,"E",3015
4168,18,2016-03-24,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-31|2016-06-21|2016-06-21|2016-11-21",TRUE,"7|89|89|242","3015|3839|3866|5577","4168|18|2016-03-24|93",4.97,7,89,89,242,153,"H1",3,"E",3015
4216,1,2016-03-25,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-03-30|2016-06-16|2016-06-21|2016-11-27",TRUE,"5|83|88|247","3012|3865|3840|5551","4216|1|2016-03-25|93",20.76,5,88,83,247,164,"H1",5,"E",3012
4216,2,2016-03-25,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-03-30|2016-06-16|2016-06-21|2016-11-27",TRUE,"5|83|88|247","3012|3865|3840|5551","4216|2|2016-03-25|93",0.42,5,88,83,247,164,"H1",5,"E",3012
4216,3,2016-03-25,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-03-30|2016-06-16|2016-06-21|2016-11-27",TRUE,"5|83|88|247","3012|3865|3840|5551","4216|3|2016-03-25|93",10.04,5,88,83,247,164,"H1",5,"E",3012
4216,4,2016-03-25,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-03-30|2016-06-16|2016-06-21|2016-11-27",TRUE,"5|83|88|247","3012|3865|3840|5551","4216|4|2016-03-25|93",6.45,5,88,83,247,164,"H1",5,"E",3012
4216,5,2016-03-25,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-03-30|2016-06-16|2016-06-21|2016-11-27",TRUE,"5|83|88|247","3012|3865|3840|5551","4216|5|2016-03-25|93",7.48,5,88,83,247,164,"H1",5,"E",3012
4243,4,2016-03-26,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-31|2016-05-07|2016-05-08|2016-11-27",TRUE,"5|42|43|246","3011|3467|3480|5550","4243|4|2016-03-26|93",6.87,5,42,43,246,203,"H1",5,"E",3011
4243,5,2016-03-26,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-31|2016-05-07|2016-05-08|2016-11-27",TRUE,"5|42|43|246","3011|3467|3480|5550","4243|5|2016-03-26|93",0.44,5,42,43,246,203,"H1",5,"E",3011
4208,1,2016-03-27,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-06-21|2016-06-21|2016-11-21",TRUE,"3|86|86|239","3014|3841|3864|5578","4208|1|2016-03-27|93",11.36,3,86,86,239,153,"H1",7,"E",3014
4208,2,2016-03-27,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-06-21|2016-06-21|2016-11-21",TRUE,"3|86|86|239","3014|3841|3864|5578","4208|2|2016-03-27|93",3.92,3,86,86,239,153,"H1",7,"E",3014
4208,3,2016-03-27,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-06-21|2016-06-21|2016-11-21",TRUE,"3|86|86|239","3014|3841|3864|5578","4208|3|2016-03-27|93",2.35,3,86,86,239,153,"H1",7,"E",3014
4208,4,2016-03-27,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-06-21|2016-06-21|2016-11-21",TRUE,"3|86|86|239","3014|3841|3864|5578","4208|4|2016-03-27|93",7.94,3,86,86,239,153,"H1",7,"E",3014
4208,5,2016-03-27,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-06-21|2016-06-21|2016-11-21",TRUE,"3|86|86|239","3014|3841|3864|5578","4208|5|2016-03-27|93",1.64,3,86,86,239,153,"H1",7,"E",3014
4208,6,2016-03-27,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-06-21|2016-06-21|2016-11-21",TRUE,"3|86|86|239","3014|3841|3864|5578","4208|6|2016-03-27|93",5.83,3,86,86,239,153,"H1",7,"E",3014
